firm_ident,return,beta,year,
1125,-0.005125782,0.853476048,1997,
1126,-0.014749836,NA,1997,
1127,-0.001910786,1.235073152,1997,
1128,0.014906034,0.66087061,1997,
1129,-0.005125782,0.889284661,1997,
1130,0.02591353,0.851258786,1997,
1131,0.015307729,1.364235453,1997,
1132,-0.033214876,0.977668435,1997,
1133,-0.006876035,0.828590273,1997,
1134,NA,0.963879159,1997,
1135,-0.022105013,0.853476048,1997,
1136,0.036501886,0.853476048,1997,
1137,NA,1.114462993,1997,
1138,NA,0.923126643,1997,
1139,NA,0.758987667,1997,
1140,-0.00935689,NA,1997,
1141,-0.005125782,0.963879159,1997,
1142,0.042413181,1.081631913,1997,
1143,0.072049886,1.213379236,1997,
1144,0.00650038,0.914116855,1997,
1145,-0.00468364,1.064182502,1997,
1146,-0.027617311,0.884257464,1997,
1147,-0.005125782,NA,1997,
1148,-0.012942184,0.771553016,1997,
1149,0.011067173,1.507296154,1997,
1150,-0.005125782,0.853476048,1997,
1151,-0.005125782,0.771553016,1997,
1152,-0.005125782,NA,1997,
1153,-0.005125782,0.969975388,1997,
1154,-0.005125782,0.872225526,1997,
1155,0.036935332,1.582983025,1997,
1156,0.015963141,0.853476048,1997,
1157,NA,0.969070646,1997,
1158,-0.005125782,0.771553016,1997,
1159,NA,1.505517442,1997,
1160,-0.005125782,0.923126643,1997,
1161,0.015746564,1.024446326,1997,
1162,0.039776473,0.969070646,1997,
1163,-0.005125782,0.997996479,1997,
1164,-0.005125782,0.914116855,1997,
1165,NA,0.967301705,1997,
1166,NA,NA,1997,
1167,NA,NA,1997,
1168,-0.005125782,0.866701747,1997,
1169,0.001325129,1.308472492,1997,
1170,-0.01387202,0.853476048,1997,
1171,-0.005125782,1.223713656,1997,
1172,-0.005125782,0.967301705,1997,
1173,-0.012911027,1.022627872,1997,
1174,-0.005125782,0.967301705,1997,
1175,-0.005125782,0.923126643,1997,
1176,0.00145618,1.275663494,1997,
1177,-0.005125782,0.758987667,1997,
1178,-0.005125782,0.851258786,1997,
1179,-0.014791992,0.758987667,1997,
1180,0.01889419,0.872225526,1997,
1181,-0.005125782,0.872225526,1997,
1182,NA,1.170269496,1997,
1183,-0.005125782,NA,1997,
1184,-0.005125782,NA,1997,
1185,0.00528764,0.66087061,1997,
1186,0.005231441,0.873803458,1997,
1187,-0.005125782,0.828590273,1997,
1188,NA,1.505517442,1997,
1189,-0.005125782,1.064182502,1997,
1190,-0.005125782,NA,1997,
1191,0.004268604,0.853476048,1997,
1192,0.011015944,0.969070646,1997,
1193,-0.022982971,0.866701747,1997,
1194,-0.005125782,1.022627872,1997,
1195,-0.147982925,0.771553016,1997,
1196,NA,1.235073152,1997,
1197,0.015299988,0.963879159,1997,
1198,-0.005125782,1.308472492,1997,
1199,0.014958069,0.680199291,1997,
1200,NA,NA,1997,
1201,NA,NA,1997,
1202,0.014007536,1.022627872,1997,
1203,-0.005125782,1.114462993,1997,
1204,-0.016207392,1.114462993,1997,
1205,-0.005125782,0.963879159,1997,
1206,-0.005125782,1.324295242,1997,
1207,0.004761579,0.742266614,1997,
1208,0.120088802,NA,1997,
1209,-0.005125782,0.884257464,1997,
1210,NA,0.997419784,1997,
1211,NA,0.872225526,1997,
1212,NA,NA,1997,
1213,-0.005125782,0.851258786,1997,
1214,-0.005125782,0.889284661,1997,
1215,-0.005125782,1.221273657,1997,
1216,-0.005125782,1.165567446,1997,
1217,-0.005125782,1.273714729,1997,
1218,-0.005125782,0.758987667,1997,
1219,-0.005125782,0.997419784,1997,
1220,-0.005125782,0.873803458,1997,
1221,-0.005125782,0.969070646,1997,
1222,-0.013456666,0.969975388,1997,
1223,-0.001349599,1.235073152,1997,
1224,-0.002757121,1.064182502,1997,
1225,-0.016190669,0.83909662,1997,
1226,NA,0.977668435,1997,
1227,-0.070818059,1.213379236,1997,
1228,-0.005125782,1.165567446,1997,
1229,NA,0.66087061,1997,
1230,-0.005125782,0.853476048,1997,
1231,-0.009909619,0.908157559,1997,
1232,-0.005125782,1.582983025,1997,
1233,-0.072213267,1.044047302,1997,
1234,-0.021689886,0.997996479,1997,
1235,-0.005125782,0.853476048,1997,
1236,0.089946391,1.223713656,1997,
1237,-0.005125782,0.861864033,1997,
1238,NA,0.914116855,1997,
1239,-0.005125782,1.132814617,1997,
1240,-0.005125782,0.929059523,1997,
1241,-0.005125782,1.197907367,1997,
1242,-0.005125782,0.742266614,1997,
1243,-0.005125782,NA,1997,
1244,-0.005125782,0.908157559,1997,
1245,-0.03839929,1.074155871,1997,
1246,-0.005125782,1.170269496,1997,
1247,-0.005125782,1.412776586,1997,
1248,-0.005125782,0.994280432,1997,
1249,-0.005125782,1.156761022,1997,
1250,-0.005125782,NA,1997,
1251,NA,1.016466129,1997,
1252,-0.005125782,0.889284661,1997,
1253,NA,1.235073152,1997,
1254,-0.005125782,0.742266614,1997,
1255,-0.005125782,1.234008606,1997,
1256,-0.005125782,0.94613689,1997,
1257,-0.005125782,1.501050141,1997,
1258,-0.005125782,1.377575195,1997,
1259,-0.005125782,0.969975388,1997,
1260,-0.005125782,1.262146231,1997,
1261,0.018339133,NA,1997,
1262,-0.005125782,0.873803458,1997,
1263,-0.005125782,1.094669093,1997,
1264,-0.005125782,1.197907367,1997,
1265,-0.040540645,NA,1997,
1266,-0.046854544,1.165567446,1997,
1267,-0.005125782,NA,1997,
1268,0.127815907,0.680199291,1997,
1269,-0.005125782,0.904574315,1997,
1270,0.012236726,1.377575195,1997,
1271,-0.005125782,1.064645954,1997,
1272,-0.005125782,1.324295242,1997,
1273,0.037742898,1.501050141,1997,
1274,-0.005125782,1.170269496,1997,
1275,-0.003896877,0.742266614,1997,
1276,-0.005125782,1.364235453,1997,
1277,NA,0.742266614,1997,
1278,-0.005125782,NA,1997,
1279,0.050310062,NA,1997,
1280,-0.033172892,NA,1997,
1281,-0.005125782,NA,1997,
1282,-0.005125782,NA,1997,
1283,NA,NA,1997,
1284,-0.005125782,NA,1997,
1285,-0.005125782,NA,1997,
1286,0.009561591,NA,1997,
1287,NA,NA,1997,
1288,-0.005125782,NA,1997,
1289,-0.005125782,1.258291799,1997,
1290,-0.005125782,1.116419029,1997,
1291,0.036367161,1.044047302,1997,
1292,-0.005125782,NA,1997,
1293,-0.037681775,NA,1997,
1294,-0.006947907,NA,1997,
1295,NA,NA,1997,
1296,-0.005125782,NA,1997,
1297,NA,NA,1997,
1298,NA,NA,1997,
1299,-0.005125782,1.163017145,1997,
1300,-0.005125782,NA,1997,
1301,-0.005125782,NA,1997,
1302,-0.000834128,NA,1997,
1303,NA,NA,1997,
1304,-0.010524647,NA,1997,
1305,-0.005125782,NA,1997,
1306,-0.005125782,1.427334209,1997,
1307,-0.005125782,NA,1997,
1308,NA,NA,1997,
1309,0.028118287,NA,1997,
1310,-0.005125782,1.582983025,1997,
1311,NA,NA,1997,
1312,NA,NA,1997,
1313,-0.005125782,0.758987667,1997,
1314,-0.005283053,0.969070646,1997,
1315,-0.043768126,NA,1997,
1316,-0.005125782,NA,1997,
1317,-0.005125782,NA,1997,
1318,NA,NA,1997,
1319,-0.005125782,NA,1997,
1320,-0.01785832,NA,1997,
1321,NA,NA,1997,
1322,-0.082413902,NA,1997,
1323,0.028344178,NA,1997,
1324,-0.005125782,NA,1997,
1325,0.035964658,NA,1997,
1326,-0.005125782,NA,1997,
1327,0.034152412,NA,1997,
1328,-0.005125782,NA,1997,
1329,-0.005125782,NA,1997,
1330,0.039768691,NA,1997,
1331,-0.005125782,NA,1997,
1332,-0.005125782,NA,1997,
1333,-0.005125782,NA,1997,
1334,-0.028160553,NA,1997,
1335,0.003971234,NA,1997,
1336,-0.007450022,NA,1997,
1337,-0.005125782,NA,1997,
1338,NA,NA,1997,
1339,-0.005125782,NA,1997,
1340,-0.005125782,NA,1997,
1341,-0.005125782,NA,1997,
1342,-0.005125782,NA,1997,
1343,-0.005125782,NA,1997,
1344,0.010057714,NA,1997,
1345,-0.005125782,NA,1997,
1346,0.009994328,NA,1997,
1347,-0.005125782,NA,1997,
1348,-0.005125782,NA,1997,
1349,-0.005125782,NA,1997,
1350,-0.001958509,NA,1997,
1351,-0.005125782,NA,1997,
1352,0.201439643,NA,1997,
1353,-0.002130003,NA,1997,
1354,-0.002165402,NA,1997,
1355,NA,NA,1997,
1356,-0.005125782,NA,1997,
1357,-0.005125782,NA,1997,
1358,-0.005125782,NA,1997,
1359,-0.005125782,NA,1997,
1360,-0.005125782,NA,1997,
1361,-0.005125782,1.132814617,1997,
1362,-0.005125782,NA,1997,
1363,-0.005125782,NA,1997,
1364,0.032245789,NA,1997,
1365,-0.005125782,NA,1997,
1366,-0.005125782,NA,1997,
1367,NA,NA,1997,
1368,NA,NA,1997,
1369,-0.005125782,NA,1997,
1370,0.037805001,NA,1997,
1371,-0.005125782,NA,1997,
1372,-0.029713291,NA,1997,
1373,0.02348832,NA,1997,
1374,-0.010027518,NA,1997,
1375,-0.005125782,NA,1997,
1376,-0.005125782,1.538940422,1997,
1377,-0.100666085,NA,1997,
1378,-0.005125782,NA,1997,
1379,-0.005125782,NA,1997,
1380,-0.02925701,NA,1997,
1381,-0.036691002,NA,1997,
1382,-0.005125782,NA,1997,
1383,-0.005125782,NA,1997,
1384,-0.005125782,NA,1997,
1385,-0.016227508,NA,1997,
1386,-0.005125782,NA,1997,
1387,-0.005125782,NA,1997,
1388,NA,NA,1997,
1389,-0.005125782,NA,1997,
1390,0.003298978,NA,1997,
1391,-0.005125782,NA,1997,
1392,0.025501992,NA,1997,
1393,-0.005125782,NA,1997,
1394,-0.005125782,NA,1997,
1395,-0.005419292,NA,1997,
1396,-0.01230183,NA,1997,
1397,NA,NA,1997,
1398,-0.005125782,NA,1997,
1399,-0.005125782,NA,1997,
1400,-0.005125782,NA,1997,
1401,NA,NA,1997,
1402,-0.005125782,NA,1997,
1403,-0.005125782,NA,1997,
1404,-0.005125782,NA,1997,
1405,0.021640064,NA,1997,
1406,-0.005125782,NA,1997,
1407,0.027569447,NA,1997,
1408,-0.011481388,NA,1997,
1409,0.020112263,NA,1997,
1410,-0.005125782,NA,1997,
1411,-0.005125782,NA,1997,
1412,-0.005125782,NA,1997,
1413,-0.005125782,NA,1997,
1414,-0.005125782,NA,1997,
1415,-0.005125782,NA,1997,
1416,-0.005125782,NA,1997,
1417,-0.035596626,NA,1997,
1418,0.031160337,NA,1997,
1419,-0.005125782,NA,1997,
1420,-0.005125782,NA,1997,
1421,-0.005125782,NA,1997,
1422,-0.005125782,NA,1997,
1423,-0.048429116,NA,1997,
1424,-0.005125782,NA,1997,
1425,-0.005125782,NA,1997,
1426,-0.005125782,NA,1997,
1427,-0.00096882,NA,1997,
1428,-0.005125782,NA,1997,
1429,0.001565455,NA,1997,
1430,NA,NA,1997,
1431,0.010274854,NA,1997,
1432,-0.005125782,NA,1997,
1433,-0.005125782,NA,1997,
1434,0.012930013,NA,1997,
1435,-0.005125782,NA,1997,
1436,-0.005125782,NA,1997,
1437,NA,NA,1997,
1438,-0.008469268,NA,1997,
1439,-0.005125782,NA,1997,
1440,-0.005125782,NA,1997,
1441,-0.005125782,NA,1997,
1442,-0.005125782,NA,1997,
1443,0.000459041,NA,1997,
1444,-0.005125782,NA,1997,
1445,-0.005125782,NA,1997,
1446,-0.005125782,NA,1997,
1447,-0.005125782,NA,1997,
1448,NA,NA,1997,
1449,NA,NA,1997,
1450,-0.005125782,NA,1997,
1451,0.067964133,NA,1997,
1452,0.005381291,NA,1997,
1453,-0.005125782,NA,1997,
1454,-0.005125782,NA,1997,
1455,NA,NA,1997,
1456,-0.005125782,NA,1997,
1457,-0.005125782,NA,1997,
1458,0.018066632,NA,1997,
1459,-0.005125782,NA,1997,
1460,0.003493861,NA,1997,
1461,-0.005125782,NA,1997,
1462,-0.085237491,NA,1997,
1463,-0.070083786,NA,1997,
1464,-0.005125782,NA,1997,
1465,0.018591467,NA,1997,
1466,-0.005125782,NA,1997,
1467,0.000719484,NA,1997,
1468,NA,NA,1997,
1469,NA,NA,1997,
1470,-0.005125782,NA,1997,
1471,NA,NA,1997,
1472,-0.005125782,NA,1997,
1473,-0.005125782,NA,1997,
1474,-0.005125782,NA,1997,
1475,-0.005125782,NA,1997,
1476,-0.005125782,NA,1997,
1477,-0.005125782,NA,1997,
1478,0.04480589,NA,1997,
1479,-0.005125782,NA,1997,
1480,-0.005125782,NA,1997,
1481,-0.015120088,NA,1997,
1482,-0.005125782,NA,1997,
1483,-0.005125782,NA,1997,
1484,-0.005125782,NA,1997,
1485,-0.005125782,NA,1997,
1486,-0.005125782,NA,1997,
1487,-0.027302924,NA,1997,
1488,0.000632843,NA,1997,
1489,-0.031733377,NA,1997,
1490,NA,NA,1997,
1491,-0.022738495,NA,1997,
1492,-0.005125782,NA,1997,
1493,-0.036222591,NA,1997,
1494,0.018190702,NA,1997,
1495,-0.005125782,NA,1997,
1496,NA,NA,1997,
1497,NA,NA,1997,
1498,0.028652251,NA,1997,
1499,-0.005125782,NA,1997,
1500,0.022347478,NA,1997,
1501,NA,NA,1997,
1502,-0.005125782,NA,1997,
1503,0.019153729,NA,1997,
1504,-0.005125782,NA,1997,
1505,-0.005125782,NA,1997,
1506,-0.005125782,NA,1997,
1507,0.129449028,NA,1997,
1508,-0.005125782,NA,1997,
1509,-0.005125782,NA,1997,
1510,-0.005125782,NA,1997,
1511,-0.005125782,NA,1997,
1512,-0.005125782,NA,1997,
1513,-0.005125782,NA,1997,
1514,NA,NA,1997,
1515,NA,NA,1997,
1516,-0.014544879,NA,1997,
1517,-0.005125782,NA,1997,
1518,-0.005125782,NA,1997,
1519,0.022915908,NA,1997,
1520,-0.005125782,NA,1997,
1521,0.034684493,NA,1997,
1522,-0.005125782,NA,1997,
1523,-0.011961475,NA,1997,
1524,0.001715509,NA,1997,
1525,-0.117264567,NA,1997,
1526,NA,NA,1997,
1527,-0.005125782,NA,1997,
1528,-0.005125782,NA,1997,
1529,NA,NA,1997,
1530,NA,NA,1997,
1531,NA,NA,1997,
1532,-0.028581297,NA,1997,
1533,-0.005125782,NA,1997,
1534,-0.018516645,NA,1997,
1535,-0.005125782,NA,1997,
1536,-0.005125782,NA,1997,
1537,-0.005125782,NA,1997,
1538,-0.005125782,NA,1997,
1539,-0.005125782,NA,1997,
1540,-0.005125782,NA,1997,
1541,-0.005125782,NA,1997,
1542,-0.018795171,NA,1997,
1543,-0.025850439,NA,1997,
1544,-0.051602797,NA,1997,
1545,-0.005125782,NA,1997,
1546,-0.041853753,NA,1997,
1547,-0.005125782,NA,1997,
1548,0.007132832,NA,1997,
1549,-0.005125782,NA,1997,
1550,0.031259326,NA,1997,
1551,-0.005125782,NA,1997,
1552,-0.086154245,NA,1997,
1553,-0.042499561,NA,1997,
1554,-0.005125782,NA,1997,
1555,-0.070760475,NA,1997,
1556,-0.038760111,NA,1997,
1557,-0.005125782,NA,1997,
1558,0.010686494,NA,1997,
1559,-0.017967164,NA,1997,
1560,-0.005125782,NA,1997,
1561,-0.005125782,NA,1997,
1562,-0.005125782,NA,1997,
1563,0.033866623,NA,1997,
1564,-0.005125782,NA,1997,
1565,-0.005125782,NA,1997,
1566,-0.005125782,NA,1997,
1567,NA,NA,1997,
1568,-0.005125782,NA,1997,
1569,-0.005921588,NA,1997,
1570,-0.000321516,NA,1997,
1571,-0.001387439,NA,1997,
1572,-0.005125782,NA,1997,
1573,-0.005125782,NA,1997,
1574,-0.005125782,NA,1997,
1575,NA,NA,1997,
1576,0.010299341,NA,1997,
1577,-0.005125782,NA,1997,
1578,-0.005125782,NA,1997,
1579,NA,NA,1997,
1580,-0.005125782,NA,1997,
1581,-0.005125782,NA,1997,
1582,-0.063287691,NA,1997,
1583,-0.03581203,NA,1997,
1584,-0.066728309,NA,1997,
1585,-0.004608274,NA,1997,
1586,-0.005125782,NA,1997,
1587,-0.027986255,NA,1997,
1588,0.029012067,NA,1997,
1589,0.005558761,NA,1997,
1590,NA,NA,1997,
1591,-0.005125782,NA,1997,
1592,-0.005125782,NA,1997,
1593,-0.005125782,NA,1997,
1594,0.050030547,NA,1997,
1595,-0.005125782,NA,1997,
1596,-0.005125782,NA,1997,
1597,-0.005125782,NA,1997,
1598,-0.005125782,NA,1997,
1599,-0.005125782,NA,1997,
1600,-0.020796025,NA,1997,
1601,-0.007783236,NA,1997,
1602,0.01273931,NA,1997,
1603,0.012198687,NA,1997,
1604,-0.005125782,NA,1997,
1605,0.006909633,NA,1997,
1606,0.005319821,NA,1997,
1607,0.027706975,NA,1997,
1608,-0.005125782,NA,1997,
1609,-0.013197475,NA,1997,
1610,-0.005125782,NA,1997,
1611,-0.005125782,NA,1997,
1612,-0.005125782,NA,1997,
1613,0.021627465,NA,1997,
1614,-0.005125782,NA,1997,
1615,0.0244588,NA,1997,
1616,-0.005125782,NA,1997,
1617,-0.005125782,NA,1997,
1618,NA,NA,1997,
1619,0.041155633,NA,1997,
1620,-0.005125782,NA,1997,
1621,NA,NA,1997,
1622,-0.005125782,NA,1997,
1623,-0.005125782,NA,1997,
1624,-0.005125782,NA,1997,
1625,-0.049055949,NA,1997,
1626,-0.00758166,NA,1997,
1627,-0.028036535,NA,1997,
1628,0.0379165,NA,1997,
1629,0.042561054,NA,1997,
1630,-0.005125782,NA,1997,
1631,-0.038459116,NA,1997,
1632,NA,NA,1997,
1633,-0.005125782,NA,1997,
1634,NA,NA,1997,
1635,-0.005125782,NA,1997,
1636,0.003331537,NA,1997,
1637,-0.004486706,NA,1997,
1638,-0.005125782,NA,1997,
1639,-0.005125782,NA,1997,
1640,-0.005125782,NA,1997,
1641,0.037572713,NA,1997,
1642,-0.023643565,NA,1997,
1643,-0.005125782,NA,1997,
1644,-0.01184894,NA,1997,
1645,-0.005125782,NA,1997,
1646,-0.001515176,NA,1997,
1647,-0.024613887,NA,1997,
1648,NA,NA,1997,
1649,-0.005125782,NA,1997,
1650,-0.005125782,NA,1997,
1651,-0.005125782,NA,1997,
1652,0.004583731,NA,1997,
1653,NA,NA,1997,
1654,0.019691615,NA,1997,
1655,NA,NA,1997,
1656,-0.005125782,NA,1997,
1657,-0.005125782,NA,1997,
1658,0.012637798,NA,1997,
1659,0.024863755,NA,1997,
1660,0.058461079,NA,1997,
1661,-0.005125782,NA,1997,
1662,-0.025655668,NA,1997,
1663,-0.005125782,NA,1997,
1664,NA,NA,1997,
1665,NA,NA,1997,
1666,-0.005125782,NA,1997,
1667,-0.005125782,NA,1997,
1668,-0.087902723,NA,1997,
1669,0.029979825,NA,1997,
1670,-0.005125782,NA,1997,
1671,-0.005125782,NA,1997,
1672,-0.024862783,NA,1997,
1673,-0.06171766,NA,1997,
1674,0.004590217,NA,1997,
1675,0.016856058,NA,1997,
1676,-0.005125782,NA,1997,
1677,-0.005125782,NA,1997,
1678,0.074315163,NA,1997,
1679,NA,NA,1997,
1680,-0.004969126,NA,1997,
1681,NA,NA,1997,
1682,NA,NA,1997,
1683,NA,NA,1997,
1684,NA,NA,1997,
1685,-0.005125782,NA,1997,
1686,-0.014810269,0.908157559,1997,
1687,-0.002288158,0.66087061,1997,
1688,-0.002908413,1.064182502,1997,
1689,0.000824237,NA,1997,
1690,-0.005125782,NA,1997,
1691,0.025317138,NA,1997,
1692,-0.005125782,NA,1997,
1693,-0.022042553,NA,1997,
1694,0.10447013,NA,1997,
1695,0.036208259,NA,1997,
1696,-0.005125782,NA,1997,
1697,0.002969406,NA,1997,
1698,0.009827762,NA,1997,
1699,-0.005125782,NA,1997,
1700,0.009280019,NA,1997,
1701,-0.005125782,NA,1997,
1702,-0.005125782,NA,1997,
1703,0.031021942,NA,1997,
1704,-0.005125782,NA,1997,
1705,0.041666174,NA,1997,
1706,0.032716932,NA,1997,
1707,0.019270983,NA,1997,
1708,-0.056644593,NA,1997,
1709,0.006994765,NA,1997,
1710,-0.012592531,NA,1997,
1711,-0.005125782,NA,1997,
1712,-0.005125782,NA,1997,
1713,0.015595353,NA,1997,
1714,-0.005125782,NA,1997,
1715,-0.005125782,NA,1997,
1716,-0.005125782,NA,1997,
1717,-0.005125782,NA,1997,
1718,-0.005125782,NA,1997,
1719,-0.008743115,NA,1997,
1720,-0.005125782,NA,1997,
1721,-0.005125782,NA,1997,
1722,0.045647042,NA,1997,
1723,0.002888664,NA,1997,
1724,-0.125161507,NA,1997,
1725,-0.005125782,NA,1997,
1726,0.025721717,NA,1997,
1727,0.017729323,NA,1997,
1728,-0.005125782,NA,1997,
1729,-0.005125782,NA,1997,
1730,-0.005125782,NA,1997,
1731,-0.022839996,NA,1997,
1732,NA,NA,1997,
1733,-0.005125782,NA,1997,
1734,-0.005125782,NA,1997,
1735,-0.005125782,NA,1997,
1736,-0.000224157,NA,1997,
1737,0.024977572,NA,1997,
1738,-0.027764771,NA,1997,
1739,-0.005125782,NA,1997,
1740,-0.005125782,NA,1997,
1741,-0.005125782,NA,1997,
1742,-0.021798846,NA,1997,
1743,-0.005125782,NA,1997,
1744,NA,NA,1997,
1745,-0.005125782,NA,1997,
1746,0.025486843,NA,1997,
1747,-0.014888968,NA,1997,
1748,-0.002765925,NA,1997,
1749,0.013220406,NA,1997,
1750,NA,NA,1997,
1751,-0.055857874,NA,1997,
1752,-0.005125782,NA,1997,
1753,-0.005125782,NA,1997,
1754,-0.010411112,1.081631913,1997,
1755,-0.000911709,NA,1997,
1756,NA,NA,1997,
1757,NA,NA,1997,
1758,-0.00669596,NA,1997,
1759,NA,NA,1997,
1760,-0.048587708,NA,1997,
1761,0.031448298,NA,1997,
1762,-0.031512886,NA,1997,
1763,0.019073521,NA,1997,
1764,NA,NA,1997,
1765,-0.005125782,NA,1997,
1766,NA,NA,1997,
1767,-0.005125782,NA,1997,
1768,-0.005125782,NA,1997,
1769,-0.005125782,NA,1997,
1770,-0.005125782,NA,1997,
1771,-0.009954366,NA,1997,
1772,0.004266412,NA,1997,
1773,-0.005125782,NA,1997,
1774,-0.005125782,NA,1997,
1775,-0.033813432,NA,1997,
1776,0.00202611,NA,1997,
1777,0.01419573,NA,1997,
1778,-0.005125782,NA,1997,
1779,-0.022047328,NA,1997,
1780,-0.034138486,NA,1997,
1781,0.000215039,NA,1997,
1782,-0.005125782,NA,1997,
1783,0.011338003,NA,1997,
1784,0.010714591,NA,1997,
1785,0.023337692,NA,1997,
1786,-0.005125782,NA,1997,
1787,-0.005125782,NA,1997,
1788,0.021240721,NA,1997,
1789,-0.005125782,NA,1997,
1790,-0.020358868,NA,1997,
1791,-0.005125782,NA,1997,
1792,-0.005125782,NA,1997,
1793,-0.005125782,NA,1997,
1794,0.00580076,NA,1997,
1795,0.014785763,NA,1997,
1796,0.194380213,NA,1997,
1797,NA,NA,1997,
1798,NA,NA,1997,
1799,-0.074693807,NA,1997,
1800,-0.005125782,NA,1997,
1801,-0.005125782,NA,1997,
1802,-0.005125782,NA,1997,
1803,-0.005125782,NA,1997,
1804,NA,NA,1997,
1805,-0.005125782,NA,1997,
1806,-0.005125782,NA,1997,
1807,0.048451609,NA,1997,
1808,-0.001266262,NA,1997,
1809,-0.019698717,NA,1997,
1810,-0.005125782,NA,1997,
1811,-0.013913129,NA,1997,
1812,-0.005125782,NA,1997,
1813,-0.005125782,NA,1997,
1814,-0.005125782,NA,1997,
1815,0.002096545,NA,1997,
1816,-0.057876812,NA,1997,
1817,-0.005125782,NA,1997,
1818,-0.005125782,NA,1997,
1819,NA,NA,1997,
1820,-0.005125782,NA,1997,
1821,-0.006836885,NA,1997,
1822,-0.009224816,NA,1997,
1823,-0.005125782,NA,1997,
1824,0.007682129,NA,1997,
1825,-0.011746918,NA,1997,
1826,-0.005125782,NA,1997,
1827,-0.005125782,NA,1997,
1828,-0.005125782,NA,1997,
1829,-0.046803556,NA,1997,
1830,-0.005125782,NA,1997,
1831,-0.005125782,NA,1997,
1832,-0.005125782,NA,1997,
1833,-0.004714496,NA,1997,
1834,-0.005125782,NA,1997,
1835,-0.005125782,NA,1997,
1836,-0.005125782,NA,1997,
1837,0.001851236,NA,1997,
1838,-0.010827349,NA,1997,
1839,NA,NA,1997,
1840,NA,NA,1997,
1841,-0.071575768,NA,1997,
1842,-0.04736388,NA,1997,
1843,-0.005042697,NA,1997,
1844,-0.026247316,NA,1997,
1845,-0.017626766,NA,1997,
1846,-0.005125782,NA,1997,
1847,-0.003401958,NA,1997,
1848,-0.005125782,NA,1997,
1849,-0.038050446,NA,1997,
1850,-0.005125782,NA,1997,
1851,NA,NA,1997,
1852,0.056702292,NA,1997,
1853,0.042887635,NA,1997,
1854,NA,NA,1997,
1855,0.030928065,NA,1997,
1856,-0.050426226,NA,1997,
1857,NA,NA,1997,
1858,-0.033585829,NA,1997,
1859,-0.005125782,NA,1997,
1860,-0.005125782,NA,1997,
1861,-0.005125782,NA,1997,
1862,0.031306858,NA,1997,
1863,-0.005125782,NA,1997,
1864,0.001258781,NA,1997,
1865,0.027562445,NA,1997,
1866,-0.005125782,NA,1997,
1867,-0.054052933,NA,1997,
1868,0.015075716,NA,1997,
1869,0.081669831,NA,1997,
1870,-0.005125782,NA,1997,
1871,-0.005125782,NA,1997,
1872,0.065218925,NA,1997,
1873,-0.004444488,NA,1997,
1874,-0.020120511,NA,1997,
1875,0.014572801,NA,1997,
1876,-0.017238975,NA,1997,
1877,0.065843939,NA,1997,
1878,0.042441578,NA,1997,
1879,-0.03855492,NA,1997,
1880,-0.005125782,NA,1997,
1881,-0.005125782,NA,1997,
1882,-0.005125782,NA,1997,
1883,0.027218085,NA,1997,
1884,-0.018656641,NA,1997,
1885,-0.000226517,NA,1997,
1886,-0.005125782,NA,1997,
1887,0.010674668,NA,1997,
1888,0.041866967,NA,1997,
1889,-0.044842301,NA,1997,
1890,0.010909735,NA,1997,
1891,0.011474067,NA,1997,
1892,-0.006266917,NA,1997,
1893,-0.005125782,NA,1997,
1894,-0.005125782,NA,1997,
1895,0.060745256,NA,1997,
1896,-0.005125782,NA,1997,
1897,-0.005345056,NA,1997,
1898,0.007472318,NA,1997,
1899,-0.068175887,NA,1997,
1900,NA,NA,1997,
1901,-0.005125782,NA,1997,
1902,NA,NA,1997,
1903,0.014110682,NA,1997,
1904,-0.005125782,NA,1997,
1905,NA,NA,1997,
1906,-0.000384132,NA,1997,
1907,-0.005125782,NA,1997,
1908,-0.02414962,NA,1997,
1909,NA,NA,1997,
1910,NA,NA,1997,
1911,0.047439973,NA,1997,
1912,NA,NA,1997,
1913,-0.005125782,NA,1997,
1914,NA,NA,1997,
1915,0.011255988,NA,1997,
1916,-0.003580378,NA,1997,
1917,-0.006463923,NA,1997,
1918,0.011238048,NA,1997,
1919,NA,NA,1997,
1920,0.051672013,NA,1997,
1921,NA,NA,1997,
1922,0.008482835,NA,1997,
1923,-0.023690576,NA,1997,
1924,-0.005125782,NA,1997,
1925,-0.005125782,NA,1997,
1926,-0.005125782,NA,1997,
1927,-0.024390143,NA,1997,
1928,-0.032380339,NA,1997,
1929,-0.010208494,NA,1997,
1930,-0.020988445,NA,1997,
1931,-0.005125782,NA,1997,
1932,-0.005125782,NA,1997,
1933,-0.005125782,NA,1997,
1934,-0.021028827,NA,1997,
1935,-0.005125782,NA,1997,
1936,NA,NA,1997,
1937,-0.031430511,NA,1997,
1938,-0.005125782,NA,1997,
1939,-0.005125782,NA,1997,
1940,-0.005125782,NA,1997,
1941,-0.000473508,NA,1997,
1942,-0.005125782,NA,1997,
1943,0.034104941,NA,1997,
1944,-0.039528189,NA,1997,
1945,0.000862893,NA,1997,
1946,-0.000813592,NA,1997,
1947,-0.013982496,NA,1997,
1948,NA,NA,1997,
1949,0.004219532,NA,1997,
1950,0.052855917,NA,1997,
1951,-0.005125782,NA,1997,
1952,-0.005125782,NA,1997,
1953,0.022786749,NA,1997,
1954,NA,NA,1997,
1955,0.062544349,NA,1997,
